captured_at,capture_season,capture_week,source,year,team,conference,fpi,resumeRanks_strengthOfRecord,resumeRanks_fpi,resumeRanks_averageWinProbability,resumeRanks_strengthOfSchedule,resumeRanks_remainingStrengthOfSchedule,resumeRanks_gameControl,efficiencies_overall,efficiencies_offense,efficiencies_defense,efficiencies_specialTeams
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,UAB,American Athletic,-15.451,0,128,0,102,102,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,South Alabama,Sun Belt,-10.531,0,112,0,111,111,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Arkansas,SEC,4.396,0,47,0,1,1,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Arizona State,Big 12,4.76,0,44,0,30,30,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Arizona,Big 12,7.155,0,34,0,53,53,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,San Diego State,Pac-12,1.426,0,59,0,104,104,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,California,ACC,0.884,0,62,0,61,61,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Colorado,Big 12,4.546,0,45,0,48,48,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Delaware,Conference USA,-6.555,0,91,0,101,101,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Jacksonville State,Conference USA,-8.463,0,101,0,137,137,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,South Florida,American Athletic,-0.949,0,73,0,127,127,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Georgia Tech,ACC,4.186,0,48,0,32,32,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Georgia,SEC,24.837,0,5,0,20,20,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Boise State,Pac-12,4.045,0,50,0,75,75,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Iowa State,Big 12,-0.943,0,72,0,57,57,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Massachusetts,Mid-American,-18.834,0,137,0,135,135,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Maryland,Big Ten,1.024,0,61,0,31,31,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Michigan State,Big Ten,0.281,0,65,0,28,28,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Ole Miss,SEC,16.029,0,14,0,5,5,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Duke,ACC,3.547,0,52,0,46,46,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Wake Forest,ACC,3.379,0,53,0,50,50,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Rutgers,Big Ten,-0.153,0,67,0,39,39,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,New Mexico,Mountain West,-3.531,0,81,0,92,92,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Bowling Green,Mid-American,-13.682,0,123,0,105,105,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Miami (OH),Mid-American,-6.994,0,94,0,114,114,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Oklahoma State,Big 12,3.345,0,54,0,44,44,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Oregon State,Pac-12,-8.101,0,98,0,72,72,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Temple,American Athletic,-8.6,0,102,0,93,93,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Pittsburgh,ACC,6.616,0,36,0,54,54,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Vanderbilt,SEC,8.986,0,29,0,18,18,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Rice,American Athletic,-13.439,0,122,0,74,74,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Houston,Big 12,7.12,0,35,0,59,59,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Utah,Big 12,8.451,0,31,0,63,63,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,James Madison,Sun Belt,-2.026,0,75,0,126,126,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Washington State,Pac-12,-4.054,0,83,0,76,76,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Wisconsin,Big Ten,4.818,0,43,0,40,40,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Marshall,Sun Belt,-8.786,0,104,0,106,106,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,West Virginia,Big 12,0.197,0,66,0,52,52,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Louisiana,Sun Belt,-8.278,0,99,0,100,100,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Coastal Carolina,Sun Belt,-12.093,0,117,0,125,125,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Texas State,Pac-12,-4.26,0,84,0,69,69,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Utah State,Pac-12,-6.707,0,92,0,77,77,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Alabama,SEC,20.126,0,8,0,15,15,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Kennesaw State,Conference USA,-9.012,0,106,0,107,107,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Army,American Athletic,-5.63,0,89,0,116,116,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Air Force,Mountain West,-6.842,0,93,0,131,131,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,App State,Sun Belt,-9.767,0,109,0,122,122,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Arkansas State,Sun Belt,-9.153,0,107,0,119,119,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Ball State,Mid-American,-17.282,0,134,0,81,81,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Buffalo,Mid-American,-10.782,0,113,0,110,110,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,UCF,Big 12,2.116,0,57,0,64,64,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Cincinnati,Big 12,4.406,0,46,0,49,49,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Florida Atlantic,American Athletic,-11.256,0,115,0,94,94,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Florida International,Conference USA,-12.58,0,119,0,134,134,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Georgia State,Sun Belt,-15.225,0,127,0,128,128,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Kent State,Mid-American,-17.891,0,135,0,70,70,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Liberty,Conference USA,-7.748,0,96,0,138,138,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Louisiana Tech,Sun Belt,-9.556,0,108,0,82,82,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Middle Tennessee,Conference USA,-16.066,0,130,0,130,130,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Charlotte,American Athletic,-14.583,0,126,0,86,86,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,UL Monroe,Sun Belt,-19.255,0,138,0,129,129,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,UNLV,Mountain West,1.791,0,58,0,124,124,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Nevada,Mountain West,-11.931,0,116,0,117,117,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Northern Illinois,Mountain West,-14.51,0,125,0,88,88,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Purdue,Big Ten,-0.929,0,71,0,23,23,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Sam Houston,Conference USA,-18.422,0,136,0,91,91,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Southern Miss,Sun Belt,-5.053,0,87,0,97,97,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,South Carolina,SEC,11.692,0,23,0,10,10,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Missouri State,Conference USA,-10.255,0,110,0,80,80,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,TCU,Big 12,6.366,0,38,0,47,47,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Tennessee,SEC,15.058,0,16,0,14,14,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,UTSA,American Athletic,-5.31,0,88,0,79,79,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Toledo,Mid-American,-2.972,0,79,0,133,133,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Troy,Sun Belt,-7.359,0,95,0,103,103,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Tulane,American Athletic,2.251,0,56,0,98,98,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,San José State,Mountain West,-14.286,0,124,0,95,95,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Western Michigan,Mid-American,-4.037,0,82,0,99,99,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,USC,Big Ten,16.982,0,13,0,19,19,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Colorado State,Pac-12,-12.364,0,118,0,89,89,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,UConn,FBS Independents,-11.163,0,114,0,112,112,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Hawai'i,Mountain West,-2.371,0,76,0,113,113,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Northwestern,Big Ten,1.414,0,60,0,17,17,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Indiana,Big Ten,23.14,0,6,0,33,33,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Notre Dame,FBS Independents,25.856,0,3,0,56,56,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Louisville,ACC,9.454,0,27,0,58,58,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Western Kentucky,Conference USA,-4.859,0,86,0,67,67,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,LSU,SEC,20.034,0,9,0,11,11,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,East Carolina,American Athletic,-0.564,0,68,0,85,85,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Nebraska,Big Ten,8.842,0,30,0,21,21,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,New Mexico State,Conference USA,-15.705,0,129,0,109,109,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Syracuse,ACC,-0.808,0,70,0,41,41,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Ohio State,Big Ten,28.676,0,1,0,8,8,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Kentucky,SEC,5.366,0,40,0,4,4,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Ohio,Mid-American,-7.957,0,97,0,120,120,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Oklahoma,SEC,17.782,0,12,0,2,2,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Penn State,Big Ten,13.716,0,17,0,62,62,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Florida State,ACC,9.319,0,28,0,22,22,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Florida,SEC,13.575,0,18,0,7,7,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Clemson,ACC,13.421,0,19,0,35,35,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,North Texas,American Athletic,-6.401,0,90,0,78,78,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Texas,SEC,26.914,0,2,0,3,3,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,BYU,Big 12,13.125,0,20,0,55,55,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Virginia Tech,ACC,7.384,0,33,0,43,43,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Fresno State,Pac-12,-2.498,0,77,0,84,84,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Georgia Southern,Sun Belt,-8.701,0,103,0,96,96,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Old Dominion,Sun Belt,-4.435,0,85,0,115,115,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Akron,Mid-American,-16.854,0,133,0,118,118,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Central Michigan,Mid-American,-12.806,0,120,0,87,87,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Eastern Michigan,Mid-American,-16.316,0,131,0,123,123,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Iowa,Big Ten,10.569,0,25,0,38,38,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Michigan,Big Ten,15.875,0,15,0,16,16,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Kansas State,Big 12,5.057,0,41,0,68,68,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Miami,ACC,21.834,0,7,0,45,45,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Minnesota,Big Ten,0.612,0,63,0,34,34,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Oregon,Big Ten,25.276,0,4,0,26,26,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,SMU,ACC,11.117,0,24,0,51,51,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Texas Tech,Big 12,20.016,0,10,0,71,71,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Missouri,SEC,12.18,0,21,0,12,12,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,NC State,ACC,3.719,0,51,0,66,66,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,North Carolina,ACC,4.91,0,42,0,29,29,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Tulsa,American Athletic,-8.963,0,105,0,108,108,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Texas A&M,SEC,20.002,0,11,0,9,9,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Memphis,American Athletic,-1.917,0,74,0,90,90,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Virginia,ACC,7.895,0,32,0,65,65,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Washington,Big Ten,9.893,0,26,0,25,25,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Mississippi State,SEC,4.082,0,49,0,6,6,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Illinois,Big Ten,6.315,0,39,0,37,37,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Kansas,Big 12,2.759,0,55,0,60,60,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,North Dakota State,Mountain West,-8.324,0,100,0,121,121,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Auburn,SEC,12.007,0,22,0,13,13,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,UTEP,Mountain West,-16.605,0,132,0,73,73,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Wyoming,Mountain West,-13.069,0,121,0,132,132,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Stanford,ACC,-3.344,0,80,0,27,27,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Baylor,Big 12,6.518,0,37,0,42,42,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Boston College,ACC,-2.668,0,78,0,24,24,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Navy,American Athletic,-0.712,0,69,0,83,83,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,Sacramento State,Mid-American,-10.422,0,111,0,136,136,0,,,,
2026-08-21T18:47:07+00:00,2026,1,fpi,2026,UCLA,Big Ten,0.472,0,64,0,36,36,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,UAB,American Athletic,-15.451,0,128,0,102,102,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,South Alabama,Sun Belt,-10.531,0,112,0,111,111,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Arkansas,SEC,4.396,0,47,0,1,1,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Arizona State,Big 12,4.76,0,44,0,30,30,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Arizona,Big 12,7.155,0,34,0,53,53,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,San Diego State,Pac-12,1.426,0,59,0,104,104,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,California,ACC,0.884,0,62,0,61,61,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Colorado,Big 12,4.546,0,45,0,48,48,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Delaware,Conference USA,-6.555,0,91,0,101,101,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Jacksonville State,Conference USA,-8.463,0,101,0,137,137,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,South Florida,American Athletic,-0.949,0,73,0,127,127,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Georgia Tech,ACC,4.186,0,48,0,32,32,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Georgia,SEC,24.837,0,5,0,20,20,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Boise State,Pac-12,4.045,0,50,0,75,75,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Iowa State,Big 12,-0.943,0,72,0,57,57,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Massachusetts,Mid-American,-18.834,0,137,0,135,135,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Maryland,Big Ten,1.024,0,61,0,31,31,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Michigan State,Big Ten,0.281,0,65,0,28,28,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Ole Miss,SEC,16.029,0,14,0,5,5,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Duke,ACC,3.547,0,52,0,46,46,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Wake Forest,ACC,3.379,0,53,0,50,50,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Rutgers,Big Ten,-0.153,0,67,0,39,39,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,New Mexico,Mountain West,-3.531,0,81,0,92,92,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Bowling Green,Mid-American,-13.682,0,123,0,105,105,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Miami (OH),Mid-American,-6.994,0,94,0,114,114,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Oklahoma State,Big 12,3.345,0,54,0,44,44,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Oregon State,Pac-12,-8.101,0,98,0,72,72,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Temple,American Athletic,-8.6,0,102,0,93,93,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Pittsburgh,ACC,6.616,0,36,0,54,54,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Vanderbilt,SEC,8.986,0,29,0,18,18,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Rice,American Athletic,-13.439,0,122,0,74,74,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Houston,Big 12,7.12,0,35,0,59,59,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Utah,Big 12,8.451,0,31,0,63,63,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,James Madison,Sun Belt,-2.026,0,75,0,126,126,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Washington State,Pac-12,-4.054,0,83,0,76,76,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Wisconsin,Big Ten,4.818,0,43,0,40,40,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Marshall,Sun Belt,-8.786,0,104,0,106,106,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,West Virginia,Big 12,0.197,0,66,0,52,52,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Louisiana,Sun Belt,-8.278,0,99,0,100,100,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Coastal Carolina,Sun Belt,-12.093,0,117,0,125,125,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Texas State,Pac-12,-4.26,0,84,0,69,69,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Utah State,Pac-12,-6.707,0,92,0,77,77,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Alabama,SEC,20.126,0,8,0,15,15,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Kennesaw State,Conference USA,-9.012,0,106,0,107,107,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Army,American Athletic,-5.63,0,89,0,116,116,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Air Force,Mountain West,-6.842,0,93,0,131,131,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,App State,Sun Belt,-9.767,0,109,0,122,122,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Arkansas State,Sun Belt,-9.153,0,107,0,119,119,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Ball State,Mid-American,-17.282,0,134,0,81,81,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Buffalo,Mid-American,-10.782,0,113,0,110,110,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,UCF,Big 12,2.116,0,57,0,64,64,0,,,,
2026-08-25T14:27:48+00:00,2026,1,fpi,2026,Cincinnati,Big 12,4.406,0,46,0,49,49,0,,,,
