captured_at,capture_season,capture_week,source,year,team,conference,fpi,resumeRanks_strengthOfRecord,resumeRanks_fpi,resumeRanks_averageWinProbability,resumeRanks_strengthOfSchedule,resumeRanks_remainingStrengthOfSchedule,resumeRanks_gameControl,efficiencies_overall,efficiencies_offense,efficiencies_defense,efficiencies_specialTeams
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Arizona State,Big 12,4.76,0,46,0,29,31,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Arizona,Big 12,7.155,0,34,0,57,58,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,San Diego State,Pac-12,1.426,0,58,0,107,105,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,California,ACC,0.884,0,62,0,62,64,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Colorado,Big 12,4.957,1,42,28,49,51,18,63.813,62.024,78.907,15.178
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Delaware,Conference USA,-4.536,22,84,11,94,87,17,58.233,65.073,54.544,36.422
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Jacksonville State,Conference USA,-14.095,27,126,33,132,134,35,19.75,11.753,45.201,27.145
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,South Florida,American Athletic,-0.949,0,71,0,124,121,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Georgia Tech,ACC,3.507,27,54,20,34,33,15,66.558,44.44,63.362,85.236
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Georgia,SEC,24.837,0,5,0,20,22,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Boise State,Pac-12,4.045,0,50,0,73,72,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Iowa State,Big 12,-0.943,0,70,0,56,57,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Massachusetts,Mid-American,-10.987,7,112,14,138,138,2,82.506,68.56,80.595,71.474
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Maryland,Big Ten,1.024,0,61,0,33,36,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Michigan State,Big Ten,1.252,8,60,19,30,25,14,62.724,46.918,43.111,95.545
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Ole Miss,SEC,16.029,0,14,0,6,7,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Duke,ACC,3.547,0,53,0,44,46,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Wake Forest,ACC,3.857,14,52,5,53,45,7,67.4,70.04,55.875,56.557
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Rutgers,Big Ten,-6.901,27,94,36,31,26,40,10.499,14.338,20.59,28.832
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,New Mexico,Mountain West,-3.531,0,77,0,89,89,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Bowling Green,Mid-American,-13.682,0,124,0,104,103,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Miami (OH),Mid-American,-6.994,0,95,0,112,111,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Oklahoma State,Big 12,3.345,0,55,0,45,47,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Oregon State,Pac-12,-8.101,0,100,0,75,74,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Temple,American Athletic,-8.6,0,102,0,91,91,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Pittsburgh,ACC,6.616,0,36,0,52,53,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Vanderbilt,SEC,8.986,0,30,0,18,20,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Rice,American Athletic,-13.439,0,123,0,76,75,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Houston,Big 12,7.12,0,35,0,58,59,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Utah,Big 12,10.563,16,26,6,65,62,10,87.792,85.791,82.844,51.285
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,James Madison,Sun Belt,-2.026,0,75,0,125,122,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Washington State,Pac-12,-4.054,0,80,0,77,76,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Wisconsin,Big Ten,4.818,0,45,0,41,41,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Marshall,Sun Belt,-8.786,0,104,0,103,101,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,West Virginia,Big 12,0.197,0,64,0,48,49,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Louisiana,Sun Belt,-8.278,0,101,0,99,96,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Coastal Carolina,Sun Belt,-12.093,0,116,0,123,120,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Texas State,Pac-12,-4.26,0,81,0,69,69,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Utah State,Pac-12,-6.707,0,92,0,74,73,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Alabama,SEC,20.126,0,8,0,15,16,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Kennesaw State,Conference USA,-5.408,17,89,4,105,99,8,83.038,41.475,92.003,96.398
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Army,American Athletic,-5.63,0,90,0,118,115,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Air Force,Mountain West,-6.842,0,93,0,133,130,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,App State,Sun Belt,-9.767,0,108,0,129,127,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Arkansas State,Sun Belt,-9.153,0,106,0,119,118,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Ball State,Mid-American,-17.282,0,133,0,81,80,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Buffalo,Mid-American,-12.528,18,118,24,110,102,38,19.353,11.471,44.367,43.74
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,UCF,Big 12,4.839,23,44,1,63,61,6,92.175,67.989,86.884,93.892
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Cincinnati,Big 12,4.406,0,47,0,50,50,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Florida Atlantic,American Athletic,-11.256,0,114,0,93,93,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Florida International,Conference USA,-12.58,0,120,0,134,132,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Georgia State,Sun Belt,-12.575,25,119,10,120,113,24,70.032,66.256,48.145,79.796
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Kent State,Mid-American,-17.891,0,134,0,71,71,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Liberty,Conference USA,-7.748,0,98,0,136,133,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Louisiana Tech,Sun Belt,-9.556,0,107,0,82,81,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Middle Tennessee,Conference USA,-16.066,0,131,0,128,126,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Charlotte,American Athletic,-14.583,0,129,0,88,86,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,UL Monroe,Sun Belt,-19.255,0,137,0,127,125,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,UNLV,Mountain West,-0.403,27,66,25,121,119,33,39.196,50.734,38.421,30.92
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Nevada,Mountain West,-11.931,0,115,0,113,112,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Northern Illinois,Mountain West,-14.51,0,128,0,87,85,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Purdue,Big Ten,-1.59,19,74,15,23,21,26,50.105,50.084,50.895,48.843
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Sam Houston,Conference USA,-18.422,0,135,0,92,92,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Southern Miss,Sun Belt,-5.053,0,87,0,100,98,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,South Carolina,SEC,11.692,0,22,0,9,10,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Missouri State,Conference USA,-10.255,0,110,0,80,79,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,TCU,Big 12,4.857,27,43,27,46,48,28,62.36,31.784,76.049,91.252
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Tennessee,SEC,15.058,0,16,0,13,14,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,UTSA,American Athletic,-5.31,0,88,0,78,77,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Toledo,Mid-American,-4.038,27,79,31,135,137,32,48.268,64.072,62.861,4.88
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Troy,Sun Belt,-7.359,0,97,0,108,106,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Tulane,American Athletic,2.251,0,57,0,98,95,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,San José State,Mountain West,-10.202,10,109,29,96,131,31,53.61,41.686,60.277,58.84
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Western Michigan,Mid-American,-4.037,0,78,0,101,100,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,USC,Big Ten,17.465,6,13,9,19,13,3,86.424,86.015,70.589,61.474
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Colorado State,Pac-12,-12.364,0,117,0,90,90,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,UConn,FBS Independents,-11.163,0,113,0,109,107,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Hawai'i,Mountain West,-4.66,27,85,30,114,117,34,47.341,42.457,49.689,57.363
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Northwestern,Big Ten,1.414,0,59,0,17,18,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Indiana,Big Ten,23.14,0,7,0,37,38,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Notre Dame,FBS Independents,25.856,0,3,0,55,55,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Louisville,ACC,9.454,0,29,0,59,60,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Western Kentucky,Conference USA,-4.859,0,86,0,67,66,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,LSU,SEC,20.034,0,9,0,11,12,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,East Carolina,American Athletic,-0.564,0,67,0,85,83,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Nebraska,Big Ten,8.842,0,31,0,22,23,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,New Mexico State,Conference USA,-13.999,27,125,32,116,135,22,46.201,56.655,48.275,24.484
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Syracuse,ACC,-0.808,0,69,0,43,44,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Ohio State,Big Ten,28.676,0,1,0,8,9,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Kentucky,SEC,5.366,0,40,0,4,5,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Ohio,Mid-American,-7.957,0,99,0,126,123,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Oklahoma,SEC,18.84,15,12,3,3,1,5,96.719,70.512,93.95,98.36
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Penn State,Big Ten,13.716,0,17,0,61,63,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Florida State,ACC,7.926,13,32,18,21,19,21,61.287,60.324,47.116,75.692
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Florida,SEC,13.575,0,18,0,7,8,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Clemson,ACC,13.421,0,19,0,32,35,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,North Texas,American Athletic,-6.401,0,91,0,79,78,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Texas,SEC,26.914,0,2,0,2,3,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,BYU,Big 12,13.125,0,20,0,51,52,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Virginia Tech,ACC,7.384,0,33,0,42,42,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Fresno State,Pac-12,-7.015,27,96,38,83,110,19,23.078,7.014,52.502,38.765
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Georgia Southern,Sun Belt,-8.701,0,103,0,97,94,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Old Dominion,Sun Belt,-4.435,0,83,0,115,114,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Akron,Mid-American,-16.834,27,132,39,117,128,36,29.404,49.8,21.348,42.86
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Central Michigan,Mid-American,-12.806,0,121,0,86,84,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Eastern Michigan,Mid-American,-15.941,26,130,21,122,109,37,32.946,17.731,69.708,19.183
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Iowa,Big Ten,10.569,0,25,0,39,39,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Michigan,Big Ten,15.875,0,15,0,16,17,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Kansas State,Big 12,5.057,0,41,0,68,68,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Miami,ACC,24.506,4,6,8,47,43,1,95.749,93.513,91.336,52.971
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Minnesota,Big Ten,2.34,20,56,7,36,30,12,88.107,69.172,71.309,95.946
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Oregon,Big Ten,25.276,0,4,0,26,29,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,SMU,ACC,11.117,0,23,0,54,54,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Texas Tech,Big 12,20.016,0,10,0,70,70,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Missouri,SEC,10.179,24,27,2,12,4,11,54.777,45.599,41.468,84.051
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,NC State,ACC,-1.234,27,72,37,64,67,27,38.33,8.855,49.76,91.29
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,North Carolina,ACC,6.271,2,38,22,28,28,9,72.611,53.163,87.606,9.228
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Tulsa,American Athletic,-8.963,0,105,0,106,104,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Texas A&M,SEC,20.002,0,11,0,10,11,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Memphis,American Athletic,0.02,3,65,23,95,97,13,73.185,68.969,62.612,71.247
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Virginia,ACC,10.719,5,24,12,66,65,4,85.958,71.625,98.424,9.094
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Washington,Big Ten,9.893,0,28,0,24,24,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Mississippi State,SEC,4.082,0,49,0,5,6,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Illinois,Big Ten,5.705,11,39,16,38,34,16,66.441,89.996,47.209,39.219
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Kansas,Big 12,3.998,21,51,13,60,56,23,73.76,76.495,70.172,34.592
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,North Dakota State,Mountain West,-1.574,12,73,17,130,124,20,72.926,44.331,85.656,73.054
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Auburn,SEC,12.007,0,21,0,14,15,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,UTEP,Mountain West,-19.175,27,136,40,72,88,25,8.017,13.453,41.807,1.651
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Wyoming,Mountain West,-13.069,0,122,0,131,129,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Stanford,ACC,-4.262,9,82,26,27,32,30,44.614,55.039,38.326,45.249
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Baylor,Big 12,6.518,0,37,0,40,40,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Boston College,ACC,-2.668,0,76,0,25,27,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Navy,American Athletic,-0.712,0,68,0,84,82,0,,,,
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,Sacramento State,Mid-American,-20.729,27,138,34,137,136,39,23.822,3.918,47.613,86.418
2026-09-08T12:02:47+00:00,2026,3,fpi,2026,UCLA,Big Ten,0.472,0,63,0,35,37,0,,,,
