captured_at,capture_season,capture_week,source,season,conference,team,offense_overall,offense_passing,offense_rushing,offense_firstDown,offense_secondDown,offense_thirdDown,offense_cumulative,defense_overall,defense_passing,defense_rushing,defense_firstDown,defense_secondDown,defense_thirdDown,defense_cumulative
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Pac-12,Oregon State,0.21,0.34,-0.11,0.21,0.28,0.34,"{'total': 39.5, 'passing': 45.19, 'rushing': -5.7}",0.15,0.22,0.1,-0.1,0.22,0.65,"{'total': 29.4, 'passing': 197.5, 'rushing': 9.6}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Big Ten,Penn State,0.43,0.83,0.07,0.22,0.63,0.72,"{'total': 61.7, 'passing': 55.03, 'rushing': 5.3}",-0.08,-0.18,0.05,-0.19,-0.13,0.08,"{'total': -10.4, 'passing': -113.6, 'rushing': 2.6}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,ACC,Pittsburgh,0.16,0.24,0.13,0.08,0.04,0.57,"{'total': 29.5, 'passing': 20.92, 'rushing': 12.5}",-0.1,-0.03,-0.11,-0.12,-0.13,0.36,"{'total': -16, 'passing': -26.6, 'rushing': -7.2}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Big Ten,Purdue,0.36,0.64,0.09,0.24,0.33,0.7,"{'total': 66.6, 'passing': 62.35, 'rushing': 7.7}",0.33,0.28,0.37,0.17,0.19,0.99,"{'total': 59.1, 'passing': 215.2, 'rushing': 36.2}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,American Athletic,Rice,0.02,-0.1,0.09,0.12,-0.05,0.18,"{'total': 3, 'passing': -3.45, 'rushing': 11.4}",0.12,0.01,0.21,-0.05,0.44,0.48,"{'total': 16.1, 'passing': 6.1, 'rushing': 16.3}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Big Ten,Rutgers,0.02,0.24,-0.1,-0.36,0.24,0.34,"{'total': 3.2, 'passing': 23.21, 'rushing': -8.5}",0.22,0.43,0.14,0,0.33,0.53,"{'total': 43.1, 'passing': 364.2, 'rushing': 14.6}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Mid-American,Sacramento State,-0.1,0.02,-0.23,-0.23,0.01,0.1,"{'total': -20.5, 'passing': 2.77, 'rushing': -15.9}",0.08,0.37,-0.15,0.13,0.06,0.32,"{'total': 16.4, 'passing': 358.3, 'rushing': -14.1}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Conference USA,Sam Houston,0.17,0.38,-0.15,0.13,0.13,0.71,"{'total': 29.8, 'passing': 41.64, 'rushing': -8.7}",-0.01,-0.18,0.17,-0.2,0.1,0.02,"{'total': -1.2, 'passing': -142.3, 'rushing': 16}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Pac-12,San Diego State,-0.03,-0.16,0.1,-0.14,0.02,0.45,"{'total': -5.5, 'passing': -11.08, 'rushing': 10.3}",0.12,0.21,0.08,0.01,0.34,0.09,"{'total': 22.7, 'passing': 183.2, 'rushing': 8.4}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Mountain West,San José State,0.06,0.25,-0.06,-0.04,0.09,0.4,"{'total': 15.8, 'passing': 34.11, 'rushing': -7.3}",0.06,0.17,0.06,-0.07,0.13,0.37,"{'total': 17.6, 'passing': 250.3, 'rushing': 6.8}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,ACC,SMU,0.29,0.67,0.07,0.19,0.15,0.79,"{'total': 52.1, 'passing': 59.86, 'rushing': 5.8}",0.1,0.14,0.1,0.2,0.09,0.11,"{'total': 17.1, 'passing': 97.4, 'rushing': 8.7}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Sun Belt,South Alabama,0.23,0.38,0.18,0.01,0.3,0.78,"{'total': 51.4, 'passing': 31.11, 'rushing': 24.6}",0.26,0.34,0.19,0.02,0.54,0.78,"{'total': 37.1, 'passing': 255, 'rushing': 12.2}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,SEC,South Carolina,0.23,0.15,0.38,0.08,-0.01,0.73,"{'total': 41.4, 'passing': 12.97, 'rushing': 33.2}",0.09,0.39,-0.12,-0.22,0.18,0.57,"{'total': 12.9, 'passing': 309, 'rushing': -7.7}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Sun Belt,Southern Miss,0,-0.16,0.28,-0.15,0.2,0.04,"{'total': -0.1, 'passing': -13.45, 'rushing': 19.3}",0.16,0.32,0.23,-0.24,0.12,0.82,"{'total': 25.9, 'passing': 213.9, 'rushing': 20.2}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,American Athletic,South Florida,0.3,0.37,0.3,0.18,0.29,0.62,"{'total': 49.4, 'passing': 29.04, 'rushing': 24}",0.06,0.31,-0.15,0.04,0.25,0.08,"{'total': 10.9, 'passing': 266.9, 'rushing': -15}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,ACC,Stanford,0.18,0.18,0.14,0.17,0.02,0.46,"{'total': 26.8, 'passing': 15.98, 'rushing': 8.4}",0.32,0.47,0.18,-0.01,0.42,0.8,"{'total': 59.3, 'passing': 473.9, 'rushing': 14.6}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,ACC,Syracuse,0.04,0.01,0.19,-0.1,0.19,0.22,"{'total': 7.8, 'passing': 1.54, 'rushing': 16.8}",-0.05,-0.22,0.13,-0.08,-0.09,0.22,"{'total': -7, 'passing': -159.9, 'rushing': 9.1}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Big 12,TCU,0.21,0.43,0.02,0.16,0.18,0.49,"{'total': 40.7, 'passing': 38.69, 'rushing': 2.3}",-0.08,0.03,-0.19,-0.24,0.26,0.06,"{'total': -12.4, 'passing': 23.4, 'rushing': -12.6}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,American Athletic,Temple,0.21,0.16,0.24,0.02,0.26,0.45,"{'total': 36.2, 'passing': 9.51, 'rushing': 25.5}",0.2,0.29,0.1,0.05,0.27,0.76,"{'total': 38.7, 'passing': 304.3, 'rushing': 8.2}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,SEC,Tennessee,0.35,0.37,0.41,0.24,0.5,0.7,"{'total': 60.5, 'passing': 23.23, 'rushing': 44.3}",-0.13,-0.28,0.11,-0.07,-0.32,0.58,"{'total': -18.5, 'passing': -224.1, 'rushing': 6.2}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,SEC,Texas,0.15,0.28,0.05,-0.1,0.12,0.78,"{'total': 29.6, 'passing': 28.11, 'rushing': 5.1}",0.02,0.17,-0.12,-0.07,-0.04,0.55,"{'total': 3.5, 'passing': 128.8, 'rushing': -7.5}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,SEC,Texas A&M,0.08,0.17,0.06,-0.05,0.15,0.47,"{'total': 16.3, 'passing': 17.5, 'rushing': 5.6}",-0.04,0.15,-0.22,-0.18,0.07,0.29,"{'total': -6, 'passing': 93.2, 'rushing': -15.8}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Pac-12,Texas State,0.27,0.56,0.19,0.11,0.48,0.52,"{'total': 52.6, 'passing': 38.82, 'rushing': 22.6}",0.28,0.46,0.08,0.11,0.11,0.88,"{'total': 59.9, 'passing': 580.2, 'rushing': 6.5}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Big 12,Texas Tech,0.23,0.46,0.19,-0.02,0.19,1.01,"{'total': 45.9, 'passing': 40.75, 'rushing': 19}",0.12,0.18,0.05,-0.03,0.24,0.34,"{'total': 23.6, 'passing': 211.9, 'rushing': 3.8}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Mid-American,Toledo,0.3,0.37,0.21,0.16,0.77,0.52,"{'total': 44.7, 'passing': 33.66, 'rushing': 12.1}",0.03,0.28,0,-0.11,0.1,0.31,"{'total': 6.5, 'passing': 223, 'rushing': -0.4}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Sun Belt,Troy,0.09,0.19,0.06,0,0.2,0.31,"{'total': 19, 'passing': 16.68, 'rushing': 7.4}",0,0.06,-0.11,0.04,-0.2,0.45,"{'total': -0.5, 'passing': 60.6, 'rushing': -9}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,American Athletic,Tulane,0.09,0.03,0.13,-0.12,0.14,0.58,"{'total': 14.8, 'passing': 2.84, 'rushing': 10.4}",0.15,0.24,0.14,0.1,-0.01,0.79,"{'total': 33.3, 'passing': 207.6, 'rushing': 17.9}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,American Athletic,Tulsa,0.14,-0.02,0.3,-0.04,0.19,0.1,"{'total': 27.3, 'passing': -2.01, 'rushing': 30.3}",-0.11,0.06,-0.2,-0.2,0.24,0.23,"{'total': -21.9, 'passing': 68.3, 'rushing': -17.5}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,American Athletic,UAB,0,-0.14,0.16,-0.13,0.13,0.6,"{'total': -0.2, 'passing': -10.63, 'rushing': 18.3}",0.07,0.06,0.09,0.12,0.08,0.28,"{'total': 13, 'passing': 38.7, 'rushing': 10.7}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Big 12,UCF,0.06,-0.15,0.3,0.23,-0.15,0.37,"{'total': 9.1, 'passing': -9.93, 'rushing': 22.1}",-0.05,0.09,-0.11,-0.35,0.11,0.2,"{'total': -10, 'passing': 88.2, 'rushing': -10.8}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Big Ten,UCLA,0.36,0.13,0.52,0.32,0.28,0.7,"{'total': 71.4, 'passing': 10.4, 'rushing': 61.5}",0.02,0.16,-0.07,0.05,-0.21,0.45,"{'total': 4, 'passing': 151.9, 'rushing': -6.5}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,FBS Independents,UConn,0.25,0.45,0.16,-0.1,0.36,0.82,"{'total': 38.2, 'passing': 29.79, 'rushing': 13.3}",-0.04,-0.06,0.02,-0.13,-0.06,0.31,"{'total': -6.2, 'passing': -59.2, 'rushing': 1.1}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Sun Belt,UL Monroe,-0.15,-0.33,0.14,-0.14,-0.1,0.29,"{'total': -27, 'passing': -27.74, 'rushing': 12.5}",0.25,0.28,0.29,0.11,0.27,0.72,"{'total': 44.5, 'passing': 209.7, 'rushing': 27.3}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Mountain West,UNLV,-0.03,0.01,0.01,0.1,-0.02,0.28,"{'total': -6.1, 'passing': 0.55, 'rushing': 1.2}",0.16,0.21,0.17,0.12,0.04,0.45,"{'total': 28.9, 'passing': 196.1, 'rushing': 14.8}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Big Ten,USC,0.36,0.7,0.07,0.18,0.4,1.02,"{'total': 84.9, 'passing': 77.76, 'rushing': 8.5}",0.08,0.36,0.02,-0.15,0.35,0.17,"{'total': 14.7, 'passing': 299.7, 'rushing': 1.4}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Big 12,Utah,0.45,0.55,0.37,0.26,0.43,1.25,"{'total': 61.1, 'passing': 38.98, 'rushing': 23.2}",-0.01,-0.14,0.1,-0.29,0.09,0.26,"{'total': -1.6, 'passing': -96.4, 'rushing': 4.1}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Pac-12,Utah State,-0.11,-0.07,-0.14,-0.22,-0.25,0.65,"{'total': -20.8, 'passing': -6.54, 'rushing': -11.5}",0.11,0.18,0.06,0,-0.07,0.82,"{'total': 21.9, 'passing': 194.8, 'rushing': 4.5}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Mountain West,UTEP,-0.1,0.3,-0.23,-0.23,-0.05,0.16,"{'total': -10.1, 'passing': 12.99, 'rushing': -13.5}",0.29,0.73,0.12,0,0.37,0.67,"{'total': 38.5, 'passing': 379.3, 'rushing': 9.2}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,American Athletic,UTSA,0.16,0.13,0.18,0.22,0.13,-0.03,"{'total': 25.5, 'passing': 11.82, 'rushing': 12.4}",-0.02,-0.04,0.08,-0.02,0.13,0.29,"{'total': -5, 'passing': -42.8, 'rushing': 9}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,SEC,Vanderbilt,0.18,0.32,0.19,0.08,0.19,0.55,"{'total': 33.8, 'passing': 28.79, 'rushing': 18.5}",-0.06,0.01,-0.04,-0.39,0.23,0.37,"{'total': -11, 'passing': 14.6, 'rushing': -3.5}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,ACC,Virginia,0.29,0.4,0.31,0.17,0.33,0.07,"{'total': 51, 'passing': 25.32, 'rushing': 31.8}",0,0.1,0.02,-0.05,-0.17,0.45,"{'total': -0.6, 'passing': 66.2, 'rushing': 1.8}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,ACC,Virginia Tech,0.43,0.57,0.29,0.1,0.39,0.91,"{'total': 73.9, 'passing': 52.74, 'rushing': 21.8}",0.08,0.33,-0.16,-0.06,0.08,0.6,"{'total': 9, 'passing': 213.8, 'rushing': -7.9}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,ACC,Wake Forest,0.3,0.36,0.2,0.15,0.43,0.54,"{'total': 53.6, 'passing': 37.14, 'rushing': 14.5}",0.16,0.32,0.01,-0.05,0.45,0.37,"{'total': 30.6, 'passing': 322.3, 'rushing': 0.9}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Big Ten,Washington,0.16,0.29,0.05,0.36,-0.04,0.55,"{'total': 32.2, 'passing': 31.88, 'rushing': 4.1}",-0.19,-0.12,-0.2,-0.07,-0.35,0.06,"{'total': -34.2, 'passing': -96.9, 'rushing': -18.8}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Pac-12,Washington State,0.01,-0.03,0.11,0.17,-0.03,-0.15,"{'total': 2, 'passing': -1.9, 'rushing': 8.6}",0.08,0.04,0.18,0.06,0.02,0.75,"{'total': 13.3, 'passing': 33.2, 'rushing': 14.8}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Conference USA,Western Kentucky,-0.19,-0.08,-0.33,-0.14,-0.14,-0.03,"{'total': -28.5, 'passing': -5.86, 'rushing': -22.3}",0.6,0.73,0.43,0.56,0.43,1.07,"{'total': 72, 'passing': 402.5, 'rushing': 26.9}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Mid-American,Western Michigan,0.15,0.13,0.14,0.05,0.05,0.62,"{'total': 25.5, 'passing': 8.22, 'rushing': 15.2}",0.01,-0.02,0.02,0.03,-0.08,0.34,"{'total': 1.6, 'passing': -18.3, 'rushing': 1.9}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Big 12,West Virginia,0.31,0.86,0.15,0.12,0.17,0.82,"{'total': 54.2, 'passing': 34.57, 'rushing': 20.1}",0.09,0.23,-0.06,-0.03,0.05,0.34,"{'total': 16.2, 'passing': 218, 'rushing': -5.3}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Big Ten,Wisconsin,0.19,0.29,0.14,0.28,-0.04,0.52,"{'total': 28.3, 'passing': 20.92, 'rushing': 10.5}",0.05,0.16,0.1,0.05,0.01,0.25,"{'total': 9.2, 'passing': 121.6, 'rushing': 8.3}"
2026-09-24T13:53:40+00:00,2026,4,ppa,2026,Mountain West,Wyoming,0.04,0.05,0.08,0,0.13,0.25,"{'total': 7.2, 'passing': 3.36, 'rushing': 7.8}",0.14,0.32,0.13,0.03,0.04,0.48,"{'total': 27.5, 'passing': 211.8, 'rushing': 15.8}"
